OP,A1,A2,A3 
?,40291,40291,40291
?,7559,7559,7559
?,29686,29686,29686
?,25430,25430,25430
?,13982,13982,13982
?,39717,39717,39717
?,548,548,548
?,10015,10015,10015
?,39591,39591,39591
?,25597,25597,25597
?,18035,18035,18035
?,2205,2205,2205
?,33775,33775,33775
?,8288,8288,8288
?,6204,6204,6204
?,33393,33393,33393
?,18332,18332,18332
?,37537,37537,37537
?,24218,24218,24218
?,42814,42814,42814
?,51884,51884,51884
?,35033,35033,35033
?,50249,50249,50249
?,42957,42957,42957
?,2438,2438,2438
?,26443,26443,26443
?,17685,17685,17685
?,51177,51177,51177
?,21906,21906,21906
?,39128,39128,39128
?,38324,38324,38324
?,28037,28037,28037
?,15190,15190,15190
?,6089,6089,6089
?,34980,34980,34980
?,34379,34379,34379
?,32068,32068,32068
?,41865,41865,41865
?,7512,7512,7512
?,41027,41027,41027
?,34792,34792,34792
?,30993,30993,30993
?,39058,39058,39058
?,34676,34676,34676
?,33519,33519,33519
?,42385,42385,42385
?,11675,11675,11675
?,12501,12501,12501
?,22783,22783,22783
?,7401,7401,7401
?,38570,38570,38570
?,28634,28634,28634
?,47213,47213,47213
?,1290,1290,1290
?,51752,51752,51752
?,37308,37308,37308
?,24319,24319,24319
?,33162,33162,33162
?,25454,25454,25454
?,3978,3978,3978
?,21816,21816,21816
?,44204,44204,44204
?,1091,1091,1091
?,21876,21876,21876
?,23229,23229,23229
?,33057,33057,33057
?,6218,6218,6218
?,19613,19613,19613
?,43408,43408,43408
?,29933,29933,29933
?,37893,37893,37893
?,42466,42466,42466
?,44598,44598,44598
?,6817,6817,6817
?,10192,10192,10192
?,12053,12053,12053
?,24210,24210,24210
?,7522,7522,7522
?,21926,21926,21926
?,31269,31269,31269
?,22325,22325,22325
?,14250,14250,14250
?,33537,33537,33537
?,2717,2717,2717
?,38330,38330,38330
?,7582,7582,7582
?,23596,23596,23596
?,35365,35365,35365
?,45292,45292,45292
?,33720,33720,33720
?,17667,17667,17667
?,37265,37265,37265
?,4058,4058,4058
?,50651,50651,50651
?,8677,8677,8677
?,34570,34570,34570
?,38667,38667,38667
?,6266,6266,6266
?,49016,49016,49016
?,3985,3985,3985
?,16833,16833,16833
?,6535,6535,6535
?,47563,47563,47563
?,50254,50254,50254
?,7158,7158,7158
?,50284,50284,50284
?,3039,3039,3039
?,39260,39260,39260
?,30471,30471,30471
?,39920,39920,39920
?,43783,43783,43783
?,51888,51888,51888
?,43665,43665,43665
?,11166,11166,11166
?,38508,38508,38508
?,12949,12949,12949
?,44473,44473,44473
?,25777,25777,25777
?,10427,10427,10427
?,20953,20953,20953
?,36686,36686,36686
?,19618,19618,19618
?,2103,2103,2103
?,46882,46882,46882
?,19151,19151,19151
?,1152,1152,1152
?,49139,49139,49139
?,50612,50612,50612
?,38025,38025,38025
?,13281,13281,13281
?,16286,16286,16286
?,28825,28825,28825
?,13451,13451,13451
?,11438,11438,11438
?,25108,25108,25108
?,2200,2200,2200
?,36420,36420,36420
?,47435,47435,47435
?,676,676,676
?,33303,33303,33303
?,11570,11570,11570
?,35104,35104,35104
?,28956,28956,28956
?,11855,11855,11855
?,50449,50449,50449
?,13236,13236,13236
?,35130,35130,35130
?,36465,36465,36465
?,24168,24168,24168
?,26370,26370,26370
?,50671,50671,50671
?,44636,44636,44636
?,45166,45166,45166
?,21626,21626,21626
?,26461,26461,26461
?,27490,27490,27490
?,24119,24119,24119
?,19435,19435,19435
?,44274,44274,44274
?,34761,34761,34761
?,27799,27799,27799
?,49131,49131,49131
?,9056,9056,9056
?,3904,3904,3904
?,8475,8475,8475
?,45453,45453,45453
?,43011,43011,43011
?,24888,24888,24888
?,14245,14245,14245
?,50973,50973,50973
?,50062,50062,50062
?,24896,24896,24896
?,49319,49319,49319
?,39732,39732,39732
?,22031,22031,22031
?,33980,33980,33980
?,2571,2571,2571
?,790,790,790
?,787,787,787
?,42067,42067,42067
?,16562,16562,16562
?,36080,36080,36080
?,43333,43333,43333
?,39236,39236,39236
?,6008,6008,6008
?,26656,26656,26656
?,36563,36563,36563
?,23340,23340,23340
?,36146,36146,36146
?,43938,43938,43938
?,45890,45890,45890
?,20265,20265,20265
?,4098,4098,4098
?,27245,27245,27245
?,22749,22749,22749
?,42704,42704,42704
?,7590,7590,7590
?,5400,5400,5400
?,28411,28411,28411
?,43385,43385,43385
?,12856,12856,12856
?,40705,40705,40705
?,49074,49074,49074
?,40673,40673,40673
?,13208,13208,13208
?,6659,6659,6659
?,36938,36938,36938
?,30401,30401,30401
?,16081,16081,16081
?,48776,48776,48776
?,14839,14839,14839
?,3154,3154,3154
?,43156,43156,43156
?,46626,46626,46626
?,43431,43431,43431
?,33210,33210,33210
?,26352,26352,26352
?,33387,33387,33387
?,40477,40477,40477
?,15828,15828,15828
?,40866,40866,40866
?,31645,31645,31645
?,32318,32318,32318
?,28971,28971,28971
?,45387,45387,45387
?,3352,3352,3352
?,19655,19655,19655
?,12248,12248,12248
?,22931,22931,22931
?,46828,46828,46828
?,42853,42853,42853
?,7977,7977,7977
?,37234,37234,37234
?,38537,38537,38537
?,22428,22428,22428
?,11430,11430,11430
?,38282,38282,38282
?,3470,3470,3470
?,15590,15590,15590
?,1779,1779,1779
?,27343,27343,27343
?,39789,39789,39789
?,23911,23911,23911
?,27596,27596,27596
?,40130,40130,40130
?,19454,19454,19454
?,45729,45729,45729
?,24163,24163,24163
?,39325,39325,39325
?,32335,32335,32335
?,19996,19996,19996
?,42037,42037,42037
?,7425,7425,7425
?,20478,20478,20478
?,21211,21211,21211
?,6937,6937,6937
?,34690,34690,34690
?,32209,32209,32209
?,14312,14312,14312
?,25902,25902,25902
?,23857,23857,23857
?,7029,7029,7029
?,24475,24475,24475
?,33622,33622,33622
?,22755,22755,22755
?,18601,18601,18601
?,15630,15630,15630
?,19122,19122,19122
?,22065,22065,22065
?,38266,38266,38266
?,11646,11646,11646
?,876,876,876
?,10089,10089,10089
?,46839,46839,46839
?,6950,6950,6950
?,16097,16097,16097
?,19203,19203,19203
?,36503,36503,36503
?,9967,9967,9967
?,3609,3609,3609
?,11330,11330,11330
?,18370,18370,18370
?,27589,27589,27589
?,14295,14295,14295
?,12948,12948,12948
?,32807,32807,32807
?,15592,15592,15592
?,11847,11847,11847
?,33659,33659,33659
?,3813,3813,3813
?,12019,12019,12019
?,36201,36201,36201
?,41251,41251,41251
?,30626,30626,30626
?,44693,44693,44693
?,13920,13920,13920
?,21199,21199,21199
?,15210,15210,15210
?,43002,43002,43002
?,39379,39379,39379
?,16777,16777,16777
?,8059,8059,8059
?,6923,6923,6923
?,28992,28992,28992
?,15424,15424,15424
?,49962,49962,49962
?,28856,28856,28856
?,4830,4830,4830
?,30229,30229,30229
?,35663,35663,35663
?,20003,20003,20003
?,23670,23670,23670
?,34153,34153,34153
?,32128,32128,32128
?,22498,22498,22498
?,36072,36072,36072
?,25126,25126,25126
?,42590,42590,42590
?,11598,11598,11598
?,36447,36447,36447
?,21476,21476,21476
?,31094,31094,31094
?,17770,17770,17770
?,12776,12776,12776
?,13821,13821,13821
?,6245,6245,6245
?,51494,51494,51494
?,7239,7239,7239
?,27188,27188,27188
?,18332,18332,18332
?,29391,29391,29391
?,35095,35095,35095
?,38834,38834,38834
?,26176,26176,26176
?,4429,4429,4429
?,3719,3719,3719
?,21913,21913,21913
?,12310,12310,12310
?,47274,47274,47274
?,27926,27926,27926
?,1389,1389,1389
?,48441,48441,48441
?,32043,32043,32043
?,18611,18611,18611
?,46350,46350,46350
?,12456,12456,12456
?,15569,15569,15569
?,37853,37853,37853
?,35538,35538,35538
?,38281,38281,38281
?,48363,48363,48363
?,37054,37054,37054
?,35000,35000,35000
?,48564,48564,48564
?,2458,2458,2458
?,40489,40489,40489
?,354,354,354
?,30614,30614,30614
?,22624,22624,22624
?,3180,3180,3180
?,19611,19611,19611
?,50807,50807,50807
?,15571,15571,15571
?,47698,47698,47698
?,14606,14606,14606
?,6347,6347,6347
?,23989,23989,23989
?,48726,48726,48726
?,37205,37205,37205
?,37600,37600,37600
?,40853,40853,40853
?,36092,36092,36092
?,42665,42665,42665
?,32800,32800,32800
?,51585,51585,51585
?,31143,31143,31143
?,397,397,397
?,17435,17435,17435
?,26617,26617,26617
?,8361,8361,8361
?,35000,35000,35000
?,4375,4375,4375
?,21609,21609,21609
?,39547,39547,39547
?,16381,16381,16381
?,13961,13961,13961
?,50241,50241,50241
?,24762,24762,24762
?,33064,33064,33064
?,33004,33004,33004
?,48886,48886,48886
?,48547,48547,48547
?,45780,45780,45780
?,14353,14353,14353
?,2983,2983,2983
?,7508,7508,7508
?,43931,43931,43931
?,7099,7099,7099
?,47364,47364,47364
?,47955,47955,47955
?,26894,26894,26894
?,48641,48641,48641
?,492,492,492
?,27073,27073,27073
?,18332,18332,18332
?,5467,5467,5467
?,25187,25187,25187
?,25351,25351,25351
?,33434,33434,33434
?,51941,51941,51941
?,5336,5336,5336
?,43466,43466,43466
?,47223,47223,47223
?,16133,16133,16133
?,22517,22517,22517
?,47623,47623,47623
?,47442,47442,47442
?,32025,32025,32025
?,44176,44176,44176
?,28062,28062,28062
?,15650,15650,15650
?,4692,4692,4692
?,7456,7456,7456
?,37222,37222,37222
?,50784,50784,50784
?,28858,28858,28858
?,51541,51541,51541
?,38607,38607,38607
?,11152,11152,11152
?,47145,47145,47145
?,7851,7851,7851
?,32997,32997,32997
?,16205,16205,16205
?,5639,5639,5639
?,45648,45648,45648
?,26683,26683,26683
?,2461,2461,2461
?,33292,33292,33292
?,35175,35175,35175
?,30544,30544,30544
?,19685,19685,19685
?,23562,23562,23562
?,15821,15821,15821
?,22653,22653,22653
?,5451,5451,5451
?,34269,34269,34269
?,47608,47608,47608
?,29515,29515,29515
?,36238,36238,36238
?,27919,27919,27919
?,14041,14041,14041
?,34020,34020,34020
?,22189,22189,22189
?,35092,35092,35092
?,18734,18734,18734
?,49877,49877,49877
?,29842,29842,29842
?,30261,30261,30261
?,46470,46470,46470
?,9099,9099,9099
?,50162,50162,50162
?,44500,44500,44500
?,26358,26358,26358
?,29641,29641,29641
?,38063,38063,38063
?,22596,22596,22596
?,2884,2884,2884
?,14229,14229,14229
?,21011,21011,21011
?,22610,22610,22610
?,33612,33612,33612
?,36734,36734,36734
?,40688,40688,40688
?,2746,2746,2746
?,42172,42172,42172
?,22142,22142,22142
?,14314,14314,14314
?,12781,12781,12781
?,10647,10647,10647
?,20892,20892,20892
?,21867,21867,21867
?,32483,32483,32483
?,22772,22772,22772
?,39924,39924,39924
?,31452,31452,31452
?,43538,43538,43538
?,20428,20428,20428
?,49842,49842,49842
?,35806,35806,35806
?,43732,43732,43732
?,35667,35667,35667
?,31817,31817,31817
?,25727,25727,25727
?,39381,39381,39381
?,29080,29080,29080
?,2831,2831,2831
?,20051,20051,20051
?,12029,12029,12029
?,11722,11722,11722
?,2618,2618,2618
?,10507,10507,10507
?,19880,19880,19880
?,18388,18388,18388
?,51384,51384,51384
?,21921,21921,21921
?,43453,43453,43453
?,34242,34242,34242
?,40130,40130,40130
?,3554,3554,3554
?,11230,11230,11230
?,46929,46929,46929
?,14459,14459,14459
?,46847,46847,46847
?,32189,32189,32189
?,50690,50690,50690
?,2221,2221,2221
?,46356,46356,46356
?,8530,8530,8530
?,17634,17634,17634
?,1988,1988,1988
?,9505,9505,9505
?,17024,17024,17024
?,42468,42468,42468
?,7368,7368,7368
?,33296,33296,33296
?,31651,31651,31651
?,37570,37570,37570
?,35292,35292,35292
?,31712,31712,31712
?,33099,33099,33099
?,21309,21309,21309
?,38613,38613,38613
?,9979,9979,9979
?,34361,34361,34361
?,45786,45786,45786
?,47800,47800,47800
?,44979,44979,44979
?,25569,25569,25569
?,36573,36573,36573
?,28479,28479,28479
?,32339,32339,32339
?,50540,50540,50540
?,44865,44865,44865
?,7535,7535,7535
?,16668,16668,16668
?,37650,37650,37650
?,5127,5127,5127
?,28280,28280,28280
?,38381,38381,38381
?,25856,25856,25856
?,36499,36499,36499
?,45752,45752,45752
?,1003,1003,1003
?,5811,5811,5811
?,23872,23872,23872
?,42930,42930,42930
?,42448,42448,42448
?,37647,37647,37647
?,36471,36471,36471
?,36607,36607,36607
?,21383,21383,21383
?,6585,6585,6585
?,204,204,204
?,4618,4618,4618
?,41629,41629,41629
?,6688,6688,6688
?,35006,35006,35006
?,49164,49164,49164
?,17780,17780,17780
?,44125,44125,44125
?,9766,9766,9766
?,23605,23605,23605
?,41227,41227,41227
?,12103,12103,12103
?,27790,27790,27790
?,18233,18233,18233
?,1276,1276,1276
?,20632,20632,20632
?,4781,4781,4781
?,31808,31808,31808
?,40282,40282,40282
?,21804,21804,21804
?,33955,33955,33955
?,36922,36922,36922
?,8872,8872,8872
?,4547,4547,4547
?,39996,39996,39996
?,6633,6633,6633
?,41361,41361,41361
?,31102,31102,31102
?,24016,24016,24016
?,37935,37935,37935
?,23474,23474,23474
?,9725,9725,9725
?,7067,7067,7067
?,18454,18454,18454
?,25671,25671,25671
?,9901,9901,9901
?,3371,3371,3371
?,39836,39836,39836
?,32625,32625,32625
?,22488,22488,22488
?,41407,41407,41407
?,49859,49859,49859
?,39599,39599,39599
?,6692,6692,6692
?,51701,51701,51701
?,29124,29124,29124
?,31230,31230,31230
?,26769,26769,26769
?,27531,27531,27531
?,20374,20374,20374
?,45152,45152,45152
?,2472,2472,2472
?,3405,3405,3405
?,29120,29120,29120
?,8529,8529,8529
?,2021,2021,2021
?,13707,13707,13707
?,10957,10957,10957
?,46165,46165,46165
?,49760,49760,49760
?,10004,10004,10004
?,22440,22440,22440
?,51427,51427,51427
?,50971,50971,50971
?,35317,35317,35317
?,46559,46559,46559
?,24265,24265,24265
?,29255,29255,29255
?,10105,10105,10105
?,46745,46745,46745
?,34861,34861,34861
?,10275,10275,10275
?,33701,33701,33701
?,20972,20972,20972
?,42833,42833,42833
?,40376,40376,40376
?,31841,31841,31841
?,6738,6738,6738
?,9238,9238,9238
?,7547,7547,7547
?,22110,22110,22110
?,30752,30752,30752
?,34805,34805,34805
?,23112,23112,23112
?,24357,24357,24357
?,3332,3332,3332
?,41829,41829,41829
?,19996,19996,19996
?,34581,34581,34581
?,25832,25832,25832
?,35973,35973,35973
?,3451,3451,3451
?,19043,19043,19043
?,49857,49857,49857
?,40392,40392,40392
?,35744,35744,35744
?,29770,29770,29770
?,49205,49205,49205
?,46159,46159,46159
?,22307,22307,22307
?,1578,1578,1578
?,39855,39855,39855
?,51821,51821,51821
?,19053,19053,19053
?,8612,8612,8612
?,45640,45640,45640
?,7097,7097,7097
?,25257,25257,25257
?,45375,45375,45375
?,37948,37948,37948
?,11357,11357,11357
?,4681,4681,4681
?,29883,29883,29883
?,30927,30927,30927
?,25270,25270,25270
?,29638,29638,29638
?,39495,39495,39495
?,28848,28848,28848
?,32157,32157,32157
?,5470,5470,5470
?,31696,31696,31696
?,21557,21557,21557
?,39481,39481,39481
?,51638,51638,51638
?,15516,15516,15516
?,2144,2144,2144
?,44350,44350,44350
?,1824,1824,1824
?,25045,25045,25045
?,7873,7873,7873
?,41686,41686,41686
?,29871,29871,29871
?,32609,32609,32609
?,35157,35157,35157
?,42347,42347,42347
?,39955,39955,39955
?,18407,18407,18407
?,20038,20038,20038
?,16726,16726,16726
?,24169,24169,24169
?,5720,5720,5720
?,43455,43455,43455
?,42189,42189,42189
?,31562,31562,31562
?,50693,50693,50693
?,2387,2387,2387
?,14392,14392,14392
?,4008,4008,4008
?,13273,13273,13273
?,25594,25594,25594
?,47671,47671,47671
?,47043,47043,47043
?,33438,33438,33438
?,31838,31838,31838
?,14609,14609,14609
?,16047,16047,16047
?,39101,39101,39101
?,4981,4981,4981
?,7002,7002,7002
?,21790,21790,21790
?,36372,36372,36372
?,51150,51150,51150
?,16549,16549,16549
?,13327,13327,13327
?,46524,46524,46524
?,2857,2857,2857
?,7480,7480,7480
?,15126,15126,15126
?,4121,4121,4121
?,15992,15992,15992
?,18331,18331,18331
?,36235,36235,36235
?,31283,31283,31283
?,18702,18702,18702
?,11828,11828,11828
?,8561,8561,8561
?,32313,32313,32313
?,17856,17856,17856
?,50204,50204,50204
?,38259,38259,38259
?,39852,39852,39852
?,14122,14122,14122
?,21442,21442,21442
?,9506,9506,9506
?,19715,19715,19715
?,46098,46098,46098
?,7679,7679,7679
?,19022,19022,19022
?,14923,14923,14923
?,38620,38620,38620
?,34308,34308,34308
?,17732,17732,17732
?,1250,1250,1250
?,7632,7632,7632
?,1608,1608,1608
?,19989,19989,19989
?,44254,44254,44254
?,36667,36667,36667
?,34114,34114,34114
?,664,664,664
?,29633,29633,29633
?,20013,20013,20013
?,17609,17609,17609
?,34742,34742,34742
?,32785,32785,32785
?,3613,3613,3613
?,7330,7330,7330
?,40074,40074,40074
?,11753,11753,11753
?,30162,30162,30162
?,27705,27705,27705
?,15228,15228,15228
?,29464,29464,29464
?,46355,46355,46355
?,41278,41278,41278
?,32953,32953,32953
?,25606,25606,25606
?,11328,11328,11328
?,36232,36232,36232
?,49590,49590,49590
?,46644,46644,46644
?,10241,10241,10241
?,49668,49668,49668
?,20788,20788,20788
?,1910,1910,1910
?,41634,41634,41634
?,40034,40034,40034
?,41125,41125,41125
?,40194,40194,40194
?,51947,51947,51947
?,19543,19543,19543
?,8980,8980,8980
?,17778,17778,17778
?,47704,47704,47704
?,44620,44620,44620
?,4549,4549,4549
?,20036,20036,20036
?,23287,23287,23287
?,11917,11917,11917
?,38214,38214,38214
?,37348,37348,37348
?,38539,38539,38539
?,44599,44599,44599
?,41110,41110,41110
?,38247,38247,38247
?,5478,5478,5478
?,16694,16694,16694
?,12311,12311,12311
?,502,502,502
?,51058,51058,51058
?,3963,3963,3963
?,17657,17657,17657
?,42869,42869,42869
?,2026,2026,2026
?,26716,26716,26716
?,12307,12307,12307
?,34215,34215,34215
?,47098,47098,47098
?,35785,35785,35785
?,27293,27293,27293
?,48019,48019,48019
?,42836,42836,42836
?,38720,38720,38720
?,45092,45092,45092
