OP,A1,A2,A3 
+,1665,566,354
+,7436,300,381
+,6997,853,855
+,3181,326,445
+,1098,517,129
?,2319,2319,2319
?,2070,2070,2070
?,6016,6016,6016
-,1245,1245,1245
-,6444,6444,6444
-,195,195,195
-,6541,6541,6541
-,3457,3457,3457
-,5994,5994,5994
-,4131,4131,4131
-,3472,3472,3472
-,5214,5214,5214
-,6995,6995,6995
-,4006,4006,4006
-,5917,5917,5917
-,6455,6455,6455
-,3653,3653,3653
-,377,377,377
-,4546,4546,4546
-,3364,3364,3364
-,862,862,862
-,3422,3422,3422
-,4022,4022,4022
-,3269,3269,3269
-,4802,4802,4802
-,2845,2845,2845
-,3493,3493,3493
-,4642,4642,4642
-,6418,6418,6418
-,5855,5855,5855
-,4000,4000,4000
-,1595,1595,1595
-,2098,2098,2098
-,4507,4507,4507
-,6727,6727,6727
-,5360,5360,5360
-,7917,7917,7917
-,3484,3484,3484
-,1625,1625,1625
-,2825,2825,2825
-,7343,7343,7343
-,6797,6797,6797
-,6757,6757,6757
-,1048,1048,1048
-,1578,1578,1578
-,7130,7130,7130
-,5127,5127,5127
-,2853,2853,2853
-,3807,3807,3807
-,3547,3547,3547
-,5790,5790,5790
-,1551,1551,1551
-,3736,3736,3736
-,253,253,253
-,1708,1708,1708
-,7123,7123,7123
-,7956,7956,7956
-,194,194,194
-,3320,3320,3320
-,7409,7409,7409
-,574,574,574
-,7947,7947,7947
-,7759,7759,7759
-,7155,7155,7155
-,7623,7623,7623
-,5413,5413,5413
-,7685,7685,7685
-,6042,6042,6042
-,3840,3840,3840
-,6796,6796,6796
-,4132,4132,4132
-,6464,6464,6464
-,1455,1455,1455
-,6857,6857,6857
-,7212,7212,7212
-,1277,1277,1277
-,4482,4482,4482
-,5939,5939,5939
-,5395,5395,5395
-,6138,6138,6138
-,575,575,575
-,7565,7565,7565
-,1483,1483,1483
-,1528,1528,1528
-,7424,7424,7424
-,2186,2186,2186
-,6218,6218,6218
-,2148,2148,2148
-,1704,1704,1704
-,3323,3323,3323
-,2735,2735,2735
-,2433,2433,2433
-,7591,7591,7591
-,3942,3942,3942
-,2854,2854,2854
-,3826,3826,3826
-,6396,6396,6396
-,1388,1388,1388
-,1135,1135,1135
-,579,579,579
-,3220,3220,3220
-,2459,2459,2459
-,4644,4644,4644
-,7454,7454,7454
-,5464,5464,5464
-,2269,2269,2269
-,3275,3275,3275
-,2892,2892,2892
-,3819,3819,3819
-,6748,6748,6748
-,431,431,431
-,1375,1375,1375
-,6224,6224,6224
-,4113,4113,4113
-,2464,2464,2464
-,4227,4227,4227
-,3926,3926,3926
-,2502,2502,2502
-,3203,3203,3203
-,7020,7020,7020
-,6938,6938,6938
-,4402,4402,4402
-,7680,7680,7680
-,4036,4036,4036
-,4300,4300,4300
-,111,111,111
-,7183,7183,7183
-,6103,6103,6103
-,5008,5008,5008
-,939,939,939
-,6814,6814,6814
-,752,752,752
-,4480,4480,4480
-,1066,1066,1066
-,2101,2101,2101
-,7963,7963,7963
-,5753,5753,5753
-,7448,7448,7448
-,7482,7482,7482
-,5830,5830,5830
-,7952,7952,7952
-,928,928,928
-,1511,1511,1511
-,5853,5853,5853
-,7959,7959,7959
-,3931,3931,3931
-,3873,3873,3873
-,5785,5785,5785
-,5151,5151,5151
-,7998,7998,7998
-,3897,3897,3897
-,6647,6647,6647
-,417,417,417
-,3460,3460,3460
-,1832,1832,1832
-,6327,6327,6327
-,1433,1433,1433
-,5903,5903,5903
-,2992,2992,2992
-,2492,2492,2492
-,3084,3084,3084
-,3691,3691,3691
-,1722,1722,1722
-,7996,7996,7996
-,4030,4030,4030
-,4208,4208,4208
-,6253,6253,6253
-,4138,4138,4138
-,5646,5646,5646
-,3864,3864,3864
-,4529,4529,4529
-,6315,6315,6315
-,1249,1249,1249
-,5280,5280,5280
-,119,119,119
-,5228,5228,5228
-,1541,1541,1541
-,6024,6024,6024
-,5449,5449,5449
-,1091,1091,1091
-,1932,1932,1932
-,7719,7719,7719
-,3783,3783,3783
-,2742,2742,2742
-,1175,1175,1175
-,1446,1446,1446
-,1243,1243,1243
-,2949,2949,2949
-,2043,2043,2043
-,1206,1206,1206
-,2035,2035,2035
-,3552,3552,3552
-,1061,1061,1061
-,643,643,643
-,2425,2425,2425
-,5770,5770,5770
-,3306,3306,3306
-,2102,2102,2102
-,3596,3596,3596
-,4179,4179,4179
-,1817,1817,1817
-,5536,5536,5536
-,731,731,731
-,718,718,718
-,6778,6778,6778
-,1103,1103,1103
-,541,541,541
-,6869,6869,6869
-,7881,7881,7881
-,3965,3965,3965
-,741,741,741
-,1531,1531,1531
-,1893,1893,1893
-,5928,5928,5928
-,4535,4535,4535
-,5923,5923,5923
-,3331,3331,3331
-,5435,5435,5435
-,6213,6213,6213
-,1188,1188,1188
-,4109,4109,4109
-,4854,4854,4854
-,521,521,521
-,615,615,615
-,1432,1432,1432
-,3176,3176,3176
-,3886,3886,3886
-,557,557,557
-,6648,6648,6648
-,1581,1581,1581
-,3990,3990,3990
-,5345,5345,5345
-,1543,1543,1543
-,1692,1692,1692
-,1958,1958,1958
-,7345,7345,7345
-,373,373,373
-,3042,3042,3042
-,2289,2289,2289
-,2840,2840,2840
-,4699,4699,4699
-,1285,1285,1285
-,3944,3944,3944
-,5950,5950,5950
-,3258,3258,3258
-,7490,7490,7490
-,631,631,631
-,6958,6958,6958
-,1680,1680,1680
-,7436,7436,7436
-,1879,1879,1879
-,4839,4839,4839
-,3726,3726,3726
-,7748,7748,7748
-,904,904,904
-,3228,3228,3228
-,3452,3452,3452
-,6146,6146,6146
-,3971,3971,3971
-,1715,1715,1715
-,138,138,138
-,4965,4965,4965
-,3954,3954,3954
-,3938,3938,3938
-,3064,3064,3064
-,86,86,86
-,3802,3802,3802
-,6492,6492,6492
-,2468,2468,2468
-,6020,6020,6020
-,7900,7900,7900
-,6713,6713,6713
-,582,582,582
-,7671,7671,7671
-,3046,3046,3046
-,6807,6807,6807
-,4143,4143,4143
-,7732,7732,7732
-,4490,4490,4490
-,611,611,611
-,1472,1472,1472
-,854,854,854
-,6242,6242,6242
-,1709,1709,1709
-,6637,6637,6637
-,2042,2042,2042
-,2711,2711,2711
-,213,213,213
-,5569,5569,5569
-,2645,2645,2645
-,4643,4643,4643
-,4062,4062,4062
-,6053,6053,6053
-,6738,6738,6738
-,5930,5930,5930
-,5343,5343,5343
-,1683,1683,1683
-,3181,3181,3181
-,6900,6900,6900
-,5421,5421,5421
-,2363,2363,2363
-,2724,2724,2724
-,3216,3216,3216
-,2073,2073,2073
-,5458,5458,5458
-,221,221,221
-,1719,1719,1719
-,2194,2194,2194
-,6927,6927,6927
-,5313,5313,5313
-,2596,2596,2596
-,2321,2321,2321
-,3858,3858,3858
-,1556,1556,1556
-,95,95,95
-,7552,7552,7552
-,6428,6428,6428
-,2516,2516,2516
-,7186,7186,7186
-,1784,1784,1784
-,6008,6008,6008
-,274,274,274
-,6707,6707,6707
-,2413,2413,2413
-,6425,6425,6425
-,6121,6121,6121
-,7520,7520,7520
-,5408,5408,5408
-,3097,3097,3097
-,6549,6549,6549
-,5437,5437,5437
-,3135,3135,3135
-,7224,7224,7224
-,1994,1994,1994
-,5859,5859,5859
-,374,374,374
-,7581,7581,7581
-,4942,4942,4942
-,6653,6653,6653
-,3747,3747,3747
-,3543,3543,3543
-,3206,3206,3206
-,1714,1714,1714
-,1808,1808,1808
-,633,633,633
-,2352,2352,2352
-,4613,4613,4613
-,4531,4531,4531
-,3667,3667,3667
-,1850,1850,1850
-,1642,1642,1642
-,6699,6699,6699
-,5801,5801,5801
-,4637,4637,4637
-,707,707,707
-,4372,4372,4372
-,7752,7752,7752
-,6301,6301,6301
-,4976,4976,4976
-,4640,4640,4640
-,7456,7456,7456
-,5090,5090,5090
-,7920,7920,7920
-,7125,7125,7125
-,3217,3217,3217
-,677,677,677
-,4989,4989,4989
-,5737,5737,5737
-,3708,3708,3708
-,2060,2060,2060
-,5312,5312,5312
-,1637,1637,1637
-,6696,6696,6696
-,5709,5709,5709
-,7990,7990,7990
-,799,799,799
-,3948,3948,3948
-,7500,7500,7500
-,280,280,280
-,139,139,139
-,6592,6592,6592
-,5804,5804,5804
-,2402,2402,2402
-,4067,4067,4067
-,1567,1567,1567
-,2598,2598,2598
-,7934,7934,7934
-,2485,2485,2485
-,2432,2432,2432
-,7702,7702,7702
-,6044,6044,6044
-,4917,4917,4917
-,5715,5715,5715
-,3757,3757,3757
-,175,175,175
-,4164,4164,4164
-,5822,5822,5822
-,3972,3972,3972
-,4920,4920,4920
-,1436,1436,1436
-,2103,2103,2103
-,1087,1087,1087
-,4126,4126,4126
-,2140,2140,2140
-,7075,7075,7075
-,2292,2292,2292
-,3309,3309,3309
-,4779,4779,4779
-,3222,3222,3222
-,2111,2111,2111
-,2562,2562,2562
-,889,889,889
-,7723,7723,7723
-,3953,3953,3953
-,3996,3996,3996
-,5843,5843,5843
-,4496,4496,4496
-,6971,6971,6971
-,4228,4228,4228
-,5309,5309,5309
-,277,277,277
-,223,223,223
-,2697,2697,2697
-,5440,5440,5440
-,909,909,909
-,3449,3449,3449
-,1389,1389,1389
-,6569,6569,6569
-,7709,7709,7709
-,390,390,390
-,7391,7391,7391
-,4946,4946,4946
-,4104,4104,4104
-,5783,5783,5783
-,7210,7210,7210
-,6497,6497,6497
-,6298,6298,6298
-,5913,5913,5913
-,3235,3235,3235
-,5095,5095,5095
-,7061,7061,7061
-,5132,5132,5132
-,7601,7601,7601
-,3510,3510,3510
-,4237,4237,4237
-,7689,7689,7689
-,5670,5670,5670
-,7376,7376,7376
-,4645,4645,4645
-,2942,2942,2942
-,5283,5283,5283
-,7375,7375,7375
-,2899,2899,2899
-,4303,4303,4303
-,2200,2200,2200
-,7587,7587,7587
-,5517,5517,5517
-,122,122,122
-,478,478,478
-,3491,3491,3491
-,519,519,519
-,108,108,108
-,6673,6673,6673
-,46,46,46
-,6871,6871,6871
-,2315,2315,2315
-,4420,4420,4420
-,1849,1849,1849
-,7115,7115,7115
-,4336,4336,4336
-,3150,3150,3150
-,2218,2218,2218
-,4108,4108,4108
-,3681,3681,3681
-,5961,5961,5961
-,4044,4044,4044
-,98,98,98
-,359,359,359
-,3902,3902,3902
-,807,807,807
-,3118,3118,3118
-,2471,2471,2471
-,1119,1119,1119
-,2815,2815,2815
-,4921,4921,4921
-,3556,3556,3556
-,6888,6888,6888
-,4053,4053,4053
-,5741,5741,5741
-,2932,2932,2932
-,2259,2259,2259
-,870,870,870
-,3302,3302,3302
-,662,662,662
-,7954,7954,7954
-,2449,2449,2449
-,3713,3713,3713
-,7433,7433,7433
-,5696,5696,5696
-,511,511,511
-,1872,1872,1872
-,7643,7643,7643
-,5886,5886,5886
-,2534,2534,2534
-,5467,5467,5467
-,5456,5456,5456
-,3951,3951,3951
-,5982,5982,5982
-,256,256,256
-,6579,6579,6579
-,3940,3940,3940
-,3335,3335,3335
-,5209,5209,5209
-,4745,4745,4745
-,3215,3215,3215
-,3650,3650,3650
-,3427,3427,3427
-,2567,2567,2567
-,1691,1691,1691
-,4279,4279,4279
-,4579,4579,4579
-,7970,7970,7970
-,3982,3982,3982
-,5813,5813,5813
-,7909,7909,7909
-,923,923,923
-,6283,6283,6283
-,6883,6883,6883
-,2306,2306,2306
-,7483,7483,7483
-,6369,6369,6369
-,7889,7889,7889
-,2275,2275,2275
-,7788,7788,7788
-,533,533,533
-,5869,5869,5869
-,4025,4025,4025
-,6291,6291,6291
-,4513,4513,4513
-,4182,4182,4182
-,7995,7995,7995
-,7231,7231,7231
-,6131,6131,6131
-,6621,6621,6621
-,5576,5576,5576
-,239,239,239
-,4525,4525,4525
-,3171,3171,3171
-,91,91,91
-,2908,2908,2908
-,2312,2312,2312
-,4024,4024,4024
-,1368,1368,1368
-,2605,2605,2605
-,3132,3132,3132
-,457,457,457
-,7895,7895,7895
-,4199,4199,4199
-,3565,3565,3565
-,6955,6955,6955
-,2671,2671,2671
-,6184,6184,6184
-,513,513,513
-,3891,3891,3891
-,3189,3189,3189
-,7804,7804,7804
-,2685,2685,2685
-,2040,2040,2040
-,7258,7258,7258
-,477,477,477
-,3383,3383,3383
-,2694,2694,2694
-,3710,3710,3710
-,2045,2045,2045
-,243,243,243
-,7403,7403,7403
-,3130,3130,3130
-,3663,3663,3663
-,7325,7325,7325
-,1050,1050,1050
-,7411,7411,7411
-,6122,6122,6122
-,4299,4299,4299
-,7107,7107,7107
-,3772,3772,3772
-,5717,5717,5717
-,3979,3979,3979
-,7297,7297,7297
-,164,164,164
-,2222,2222,2222
-,7973,7973,7973
-,6360,6360,6360
-,393,393,393
-,7626,7626,7626
-,967,967,967
-,4664,4664,4664
-,1287,1287,1287
-,4895,4895,4895
-,5373,5373,5373
-,5707,5707,5707
-,475,475,475
-,6023,6023,6023
-,2669,2669,2669
-,3859,3859,3859
-,1464,1464,1464
-,4325,4325,4325
-,3245,3245,3245
-,6907,6907,6907
-,1942,1942,1942
-,3578,3578,3578
-,6631,6631,6631
-,7340,7340,7340
-,3341,3341,3341
-,6505,6505,6505
-,5610,5610,5610
-,1373,1373,1373
-,1334,1334,1334
-,5405,5405,5405
-,3647,3647,3647
-,3033,3033,3033
-,7440,7440,7440
-,6347,6347,6347
-,1598,1598,1598
-,5390,5390,5390
-,7655,7655,7655
-,3356,3356,3356
-,7182,7182,7182
-,1202,1202,1202
-,7426,7426,7426
-,199,199,199
-,3760,3760,3760
-,2737,2737,2737
-,150,150,150
-,1899,1899,1899
-,3656,3656,3656
-,978,978,978
-,4926,4926,4926
-,4275,4275,4275
-,5216,5216,5216
-,2675,2675,2675
-,1379,1379,1379
-,4459,4459,4459
-,2365,2365,2365
-,850,850,850
-,755,755,755
-,6162,6162,6162
-,7541,7541,7541
-,6312,6312,6312
-,975,975,975
-,3141,3141,3141
-,3554,3554,3554
-,2287,2287,2287
-,7840,7840,7840
-,6198,6198,6198
-,7698,7698,7698
-,1444,1444,1444
-,3250,3250,3250
-,627,627,627
-,1395,1395,1395
-,5157,5157,5157
-,6605,6605,6605
-,4157,4157,4157
-,4379,4379,4379
-,6357,6357,6357
-,4523,4523,4523
-,2855,2855,2855
-,2717,2717,2717
-,7347,7347,7347
-,5184,5184,5184
-,7696,7696,7696
-,2999,2999,2999
-,609,609,609
-,1914,1914,1914
-,5000,5000,5000
-,1088,1088,1088
-,5183,5183,5183
-,7818,7818,7818
-,3580,3580,3580
-,4483,4483,4483
-,4327,4327,4327
-,1669,1669,1669
-,4413,4413,4413
-,4212,4212,4212
-,2092,2092,2092
-,1367,1367,1367
-,7026,7026,7026
-,3363,3363,3363
-,6358,6358,6358
-,623,623,623
-,2411,2411,2411
-,7273,7273,7273
-,2635,2635,2635
-,5916,5916,5916
-,6132,6132,6132
-,5640,5640,5640
-,7287,7287,7287
-,2628,2628,2628
-,757,757,757
-,1679,1679,1679
-,2015,2015,2015
-,7760,7760,7760
-,815,815,815
-,7768,7768,7768
-,3291,3291,3291
-,6451,6451,6451
-,1178,1178,1178
-,5024,5024,5024
-,3519,3519,3519
-,59,59,59
-,1086,1086,1086
-,2852,2852,2852
-,1825,1825,1825
-,6217,6217,6217
-,5727,5727,5727
-,6441,6441,6441
-,6556,6556,6556
-,2373,2373,2373
-,6190,6190,6190
-,5423,5423,5423
-,476,476,476
-,3844,3844,3844
-,589,589,589
-,2039,2039,2039
-,5356,5356,5356
-,933,933,933
-,4283,4283,4283
-,2860,2860,2860
-,7779,7779,7779
-,6923,6923,6923
-,1468,1468,1468
-,4037,4037,4037
-,787,787,787
-,4692,4692,4692
-,4855,4855,4855
-,6161,6161,6161
-,1991,1991,1991
-,2424,2424,2424
-,1745,1745,1745
-,2220,2220,2220
-,4190,4190,4190
-,3045,3045,3045
-,3605,3605,3605
-,1336,1336,1336
-,758,758,758
-,2328,2328,2328
-,803,803,803
-,2307,2307,2307
-,6675,6675,6675
-,1102,1102,1102
-,1851,1851,1851
-,2399,2399,2399
-,7512,7512,7512
-,2182,2182,2182
-,3560,3560,3560
-,7314,7314,7314
-,6516,6516,6516
-,4631,4631,4631
-,3350,3350,3350
-,7201,7201,7201
-,4944,4944,4944
-,7550,7550,7550
-,6632,6632,6632
-,4975,4975,4975
-,5070,5070,5070
-,5933,5933,5933
-,664,664,664
-,7486,7486,7486
-,5311,5311,5311
-,1284,1284,1284
-,3292,3292,3292
-,1055,1055,1055
-,1364,1364,1364
-,3998,3998,3998
-,5803,5803,5803
-,2503,2503,2503
-,3566,3566,3566
-,3191,3191,3191
-,3590,3590,3590
-,7355,7355,7355
-,3668,3668,3668
-,1500,1500,1500
-,3536,3536,3536
-,1537,1537,1537
-,678,678,678
-,5716,5716,5716
-,1212,1212,1212
-,785,785,785
-,1734,1734,1734
-,1280,1280,1280
-,3330,3330,3330
-,7813,7813,7813
-,2841,2841,2841
-,5428,5428,5428
-,5485,5485,5485
-,2870,2870,2870
-,3029,3029,3029
-,2498,2498,2498
-,2793,2793,2793
-,7583,7583,7583
-,6278,6278,6278
-,5171,5171,5171
-,2563,2563,2563
-,4260,4260,4260
-,5364,5364,5364
-,1549,1549,1549
-,6257,6257,6257
-,7009,7009,7009
-,7010,7010,7010
-,7176,7176,7176
-,2509,2509,2509
-,2314,2314,2314
-,3214,3214,3214
-,2623,2623,2623
-,7894,7894,7894
-,3810,3810,3810
-,4814,4814,4814
-,1580,1580,1580
-,7306,7306,7306
-,1638,1638,1638
-,331,331,331
-,227,227,227
-,3211,3211,3211
-,5375,5375,5375
-,3641,3641,3641
-,4718,4718,4718
-,6551,6551,6551
-,7537,7537,7537
-,5530,5530,5530
-,5023,5023,5023
-,7961,7961,7961
-,578,578,578
-,4706,4706,4706
-,851,851,851
-,3037,3037,3037
-,3420,3420,3420
-,5350,5350,5350
-,1507,1507,1507
-,1029,1029,1029
-,4386,4386,4386
-,1081,1081,1081
-,4188,4188,4188
-,6229,6229,6229
-,4725,4725,4725
-,1653,1653,1653
-,3177,3177,3177
-,2554,2554,2554
-,2208,2208,2208
-,5838,5838,5838
-,4435,4435,4435
-,4817,4817,4817
-,6671,6671,6671
-,2014,2014,2014
-,3721,3721,3721
-,1889,1889,1889
-,6077,6077,6077
-,3916,3916,3916
-,245,245,245
-,6288,6288,6288
-,3781,3781,3781
-,1585,1585,1585
-,7444,7444,7444
-,3073,3073,3073
-,954,954,954
-,1397,1397,1397
-,4762,4762,4762
-,6768,6768,6768
-,4589,4589,4589
-,7564,7564,7564
-,1013,1013,1013
-,6976,6976,6976
-,187,187,187
-,154,154,154
-,4559,4559,4559
-,4137,4137,4137
-,5130,5130,5130
-,7684,7684,7684
-,6806,6806,6806
-,5665,5665,5665
-,2600,2600,2600
-,5772,5772,5772
-,4264,4264,4264
-,7984,7984,7984
-,6793,6793,6793
-,6863,6863,6863
-,3168,3168,3168
-,6701,6701,6701
-,5367,5367,5367
-,6612,6612,6612
-,5793,5793,5793
-,7536,7536,7536
-,7397,7397,7397
-,3347,3347,3347
-,7295,7295,7295
-,5317,5317,5317
-,3041,3041,3041
-,5399,5399,5399
-,52,52,52
-,4564,4564,4564
-,7785,7785,7785
-,7670,7670,7670
-,1773,1773,1773
-,650,650,650
-,16,16,16
-,54,54,54
-,6568,6568,6568
-,5389,5389,5389
-,2078,2078,2078
-,5589,5589,5589
-,691,691,691
-,6304,6304,6304
-,4596,4596,4596
-,5483,5483,5483
-,4009,4009,4009
-,6303,6303,6303
-,6469,6469,6469
-,734,734,734
-,3193,3193,3193
-,2608,2608,2608
-,3847,3847,3847
-,640,640,640
-,6274,6274,6274
-,7457,7457,7457
-,3479,3479,3479
-,1457,1457,1457
-,270,270,270
-,1844,1844,1844
-,298,298,298
-,7169,7169,7169
-,6929,6929,6929
-,7657,7657,7657
-,6126,6126,6126
-,6157,6157,6157
-,4900,4900,4900
-,3391,3391,3391
-,2644,2644,2644
-,7951,7951,7951
-,1823,1823,1823
-,7286,7286,7286
-,3106,3106,3106
-,2117,2117,2117
-,3072,3072,3072
-,986,986,986
-,724,724,724
-,4470,4470,4470
-,4233,4233,4233
-,68,68,68
-,88,88,88
-,2770,2770,2770
-,7230,7230,7230
-,4648,4648,4648
-,4474,4474,4474
-,3408,3408,3408
-,2950,2950,2950
-,2893,2893,2893
-,4359,4359,4359
-,2355,2355,2355
-,5092,5092,5092
-,5351,5351,5351
-,2337,2337,2337
-,1548,1548,1548
-,486,486,486
-,1853,1853,1853
-,4789,4789,4789
-,2839,2839,2839
-,1778,1778,1778
-,7842,7842,7842
-,3263,3263,3263
-,2752,2752,2752
-,921,921,921
-,5037,5037,5037
-,4106,4106,4106
-,316,316,316
-,3498,3498,3498
-,2037,2037,2037
-,7844,7844,7844
-,4911,4911,4911
-,4225,4225,4225
-,6465,6465,6465
-,7330,7330,7330
-,4427,4427,4427
-,6188,6188,6188
-,7089,7089,7089
-,4019,4019,4019
-,5687,5687,5687
-,1385,1385,1385
-,1378,1378,1378
-,6468,6468,6468
-,1895,1895,1895
-,1861,1861,1861
-,1744,1744,1744
-,7197,7197,7197
-,3594,3594,3594
-,4422,4422,4422
-,3143,3143,3143
-,7692,7692,7692
-,2383,2383,2383
-,2021,2021,2021
-,1748,1748,1748
-,7067,7067,7067
-,585,585,585
-,6868,6868,6868
-,2135,2135,2135
-,6809,6809,6809
-,6843,6843,6843
-,2388,2388,2388
